,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
ENSMUSG00000021033,5.911937165,5.924630237,6.094816087,5.580733319,5.812895387,5.596745245,5.889178964,5.796629271,5.984420823,5.753682688,5.754870703,5.941906204,5.69951161,5.570572294,5.953110945,5.665194096,5.739620341,5.900881523,5.827111602,5.663111353,5.744114993,5.472567884,5.724206729,6.154940141,5.934523259,5.318461117,5.782135323,5.451428596
ENSMUSG00000021036,4.787130709,4.744595208,4.733479608,4.567677166,4.278118643,3.946194403,4.349304353,4.519400984,4.310649055,5.163203183,5.068236785,4.498671812,5.129195885,4.186657313,4.561789515,5.075570218,4.917765849,4.118882176,4.114769795,4.297158634,4.103657379,4.775960028,4.828737313,4.511679,4.632732809,4.654328402,4.559742902,4.678393747
ENSMUSG00000021037,6.791469645,6.793961286,7.055407703,6.836166002,6.713815613,6.933557577,6.790460913,7.016136301,7.051045555,6.823547495,6.742008552,6.840707481,6.780610035,6.655653795,6.815208832,6.660532719,6.743736449,7.023425016,7.055297987,7.063290894,6.894756411,7.064335563,7.144446885,6.942433294,6.8602177,6.692656521,7.05484479,7.050570032
ENSMUSG00000021038,5.571962614,5.956514298,6.273354219,5.472817979,5.863081144,5.758334387,5.842636378,5.855926455,5.817184909,6.033142642,5.788619495,5.805333151,5.679748355,5.794889593,5.937080835,5.487101774,5.93946092,5.794753172,5.729026602,5.582039742,5.797554251,5.816832309,5.690457938,5.939672154,5.838707471,5.729992672,5.982599906,6.081972131
ENSMUSG00000021039,5.650496017,5.235230326,5.452578781,5.195708388,5.787132291,5.438792885,5.466487892,5.507122654,5.047614649,5.163203183,5.47293234,5.460197665,5.5551217,5.42901815,5.323629778,5.018426311,5.365224826,4.869854628,5.368526387,5.385816254,5.301596757,5.532688877,5.300805757,5.169154,5.323249481,5.074904085,5.296708496,5.169028865
ENSMUSG00000021040,6.063142969,5.735435209,6.162322907,5.631807503,5.760900749,6.035629486,5.79454209,6.020462227,5.784580243,6.312716724,5.946448304,6.440568858,5.659710602,5.86252831,6.045722095,5.920451151,6.009508418,5.816612606,5.853953214,5.840898472,5.993474461,6.17222032,5.969058601,5.993915199,5.536763751,5.550823827,6.239121004,6.011237619
ENSMUSG00000021044,4.855034773,5.335632223,4.688391718,5.294112092,4.969996348,5.059088459,4.83473118,5.011797366,4.673219134,4.7426275,5.122175592,5.075172734,4.909230201,5.132886056,5.023120667,4.988982533,4.858264837,4.990148861,4.987219745,5.245443598,4.806271469,4.742407468,5.159943221,5.091675247,5.07255341,5.1711194,4.754999193,5.116079985
ENSMUSG00000021047,4.951250089,5.235230326,5.186845226,5.161356884,4.969996348,5.288113973,5.095120865,5.175916745,4.933281974,5.775542122,5.272854504,5.005631801,5.158050748,5.018929867,4.682083749,5.018426311,5.108588191,4.64397322,5.081086669,4.522450946,4.970390848,4.962373152,5.208441739,4.988581754,5.749308386,5.261317209,5.271397407,5.317127504
ENSMUSG00000021048,5.01200412,5.335632223,5.531290757,5.472817979,5.221535115,5.314345514,5.292720825,5.378224921,5.275883637,5.540438649,5.342675954,5.108725294,5.370203984,5.368264119,5.273444021,5.234559742,4.888322071,4.783697984,4.987219745,4.967590477,5.55017311,5.552185052,5.344860937,4.988581754,5.358225619,4.89874713,5.137718972,5.22010305
ENSMUSG00000021051,6.048715898,6.062866279,6.094816087,6.152639666,6.111657497,6.156554268,6.153485027,6.152457773,6.012849231,5.97764753,5.961321581,6.133387348,6.031220725,6.009014398,6.089889679,5.872885468,5.689288665,5.900881523,5.867189041,5.986615303,5.630904382,6.081209381,5.969058601,5.98322852,6.013440316,5.47745064,5.935034222,6.054093098
ENSMUSG00000021054,5.879696828,5.735435209,5.968499638,5.50056297,6.04799886,5.508614335,5.858318001,5.625442621,5.344596387,5.900168777,6.005042958,5.978664754,5.488523952,5.988976645,5.784181936,5.840280803,5.672113521,6.162209607,6.063945536,5.961192706,5.993474461,5.998352449,6.116126989,5.725547349,5.375400763,5.290172072,5.590769797,6.162515558
ENSMUSG00000021057,8.882750152,8.927649482,8.467668117,8.724426778,8.587041028,8.878580849,8.109934749,8.82534678,8.867672014,9.153845128,9.572554503,9.447960992,8.660971148,8.997777426,9.059670271,8.599741035,9.513013911,9.231989045,9.26919846,9.39830205,9.017133487,8.408495681,8.841286763,9.276448013,9.086309062,9.614241194,8.8251711,9.061988682
ENSMUSG00000021061,5.706712027,5.753697415,5.809143878,5.775002139,5.500511065,5.508614335,5.904365368,5.855926455,5.682097286,5.900168777,5.702719421,5.6992048,5.618780338,5.515605835,5.551297141,5.608238211,5.756014779,5.606820222,5.99326879,5.868510703,5.744114993,5.609140937,5.896908815,6.116337302,6.236616172,5.791831926,5.21940277,5.451428596
ENSMUSG00000021062,7.599443351,7.700557724,7.49574664,7.708158389,7.689683951,7.989571465,7.902475787,8.077627102,8.049331122,7.618105143,7.496098324,8.143540065,7.824019811,7.859772444,8.18966699,7.783532386,7.51963041,7.758509652,8.030511308,7.943451124,7.846973806,7.885685629,7.846084556,7.704556452,7.411232869,7.814354943,7.525359908,7.648408598
ENSMUSG00000021065,6.711299296,7.144718033,6.472663027,7.13061336,6.793616324,6.514283085,6.37678509,6.608301488,6.755433898,6.342311506,6.577992941,6.386880987,6.516647553,6.522592265,6.677266732,7.029314627,6.641556054,6.323572595,6.287158836,6.40950636,6.179424887,6.349824819,6.190445309,6.663310216,6.371126108,6.703422952,6.722681473,6.762630284
ENSMUSG00000021066,7.073869375,7.386258296,7.238588801,6.900059618,7.096004233,7.405626021,7.212632913,7.347564368,7.267059786,6.991722715,7.19634161,7.276806596,7.45112398,7.225710089,7.645557873,7.280853394,6.768189493,7.140708538,7.284694796,7.268945032,7.071476973,6.994794629,6.761253716,7.012428496,6.971700808,7.143713243,7.168894868,7.343279792
ENSMUSG00000021068,5.829943793,6.091866151,5.744534796,5.925868805,6.04799886,6.097358476,6.215679789,5.713573531,6.108156191,6.051176565,5.837807044,5.996698676,5.794460014,6.177833462,6.174364247,6.17697225,6.10219042,5.656147934,6.226828302,5.739868552,5.762148915,5.895258956,5.820959962,6.16443159,6.024369876,6.099566139,6.264999636,5.921507459
ENSMUSG00000021071,7.43723084,7.276864815,7.387068828,7.337064238,7.488571451,7.594071111,7.59137914,7.510202047,7.510788669,7.208099721,7.384658403,7.284167301,7.468506058,7.526072834,7.839127459,7.4949782,7.430516286,7.132017578,7.541550627,7.439733148,7.405646627,7.143588166,7.156857241,7.421541162,7.347386387,7.583245304,7.349063901,7.248057111
ENSMUSG00000021072,6.146800898,5.771731338,6.318442109,6.187196889,6.132267777,6.170981339,6.088487773,5.796629271,6.246258468,6.187865237,6.061350399,6.243210626,5.934467493,5.817789995,6.075316878,5.920451151,5.981896186,5.941239261,6.029039921,5.948311415,6.282981079,5.925473569,6.339427051,6.0564244,6.013440316,5.791831926,6.290422233,6.435308931
ENSMUSG00000021076,7.073869375,6.952567114,7.090490162,7.067088222,6.780618984,7.031682302,7.058255571,6.945096964,6.89942317,7.224085425,7.17097489,7.053799084,7.035114641,6.88980124,7.100723485,6.733365599,7.066486359,7.087759658,7.049504023,6.97713425,7.135135611,6.89907057,7.08074139,7.235946704,7.1618734,6.836531734,7.098676871,7.078516572
ENSMUSG00000021079,5.650496017,5.892025572,5.930280315,5.053103993,5.958500709,5.850846526,5.403752137,5.404942259,5.552537652,4.987046228,5.573159787,5.742597395,5.81272222,5.674595359,5.551297141,5.608238211,5.619326107,5.390686791,5.684859019,5.442032264,5.442459293,5.627637281,5.255362786,5.712666057,5.851038273,5.811869679,5.885846673,5.574285344
ENSMUSG00000021087,11.66579106,11.63910602,11.74298527,11.61346164,11.42395284,11.65772132,11.62456933,11.75098829,11.65712761,11.80091069,11.6920312,11.78585764,11.52895391,11.79145912,11.70637387,11.64719402,11.50863639,11.78352457,11.67513203,11.72235976,11.80096569,11.51897597,11.60769759,11.65775554,11.55371939,11.48156116,11.62223883,11.66362322
ENSMUSG00000021091,6.146800898,5.807136674,5.9872362,4.143869457,4.20216979,3.877481653,6.191122685,6.760879246,6.281736363,7.255535064,6.881468273,7.036469205,4.689663824,5.96865666,5.139765585,3.518352708,3.960834571,7.288807177,7.213935499,6.153036064,7.189455252,7.606812131,7.496592822,6.760389098,5.89933383,3.5861569,4.826257876,3.232593994
ENSMUSG00000021094,5.330954515,5.155059978,5.67689608,5.472817979,5.706961942,5.659481,5.269451045,5.206613543,5.153548094,5.349616307,4.923846875,5.04082123,5.719007785,5.095891849,4.928998489,4.928228502,5.723037457,5.204273667,5.211343054,5.15863877,5.301596757,5.388298967,5.602461457,5.489194985,5.566978364,5.346206107,5.590769797,5.363297686
ENSMUSG00000021096,8.089810919,7.942651645,8.039786722,7.933522377,8.017855987,8.158365562,8.16140759,8.249626432,8.119638759,7.810372107,7.933307205,8.163633635,8.090426315,8.102900907,8.123921307,8.210843673,7.937665406,8.011628589,8.071112441,8.151631981,7.821400993,7.923603582,7.956690043,7.952055878,7.96462529,8.072829757,8.214430812,8.080245386
ENSMUSG00000021097,7.129767701,7.420954038,7.553462138,7.822491065,7.744260483,7.435809027,7.453641013,7.546651018,7.616457485,7.417227213,7.669140829,7.24698238,6.714158386,7.613740154,7.532749842,7.898844695,7.687152921,7.149347456,7.416582528,7.368998636,7.364922692,7.858537341,7.46200601,7.166794727,7.048662789,7.493047495,7.692009777,7.349027589
ENSMUSG00000021098,4.751941281,5.580365812,5.120502731,5.444528935,5.332566427,5.178141131,4.701975971,4.469647948,4.841163772,4.448180141,4.69384127,4.815528918,4.608363722,4.937629765,4.720051599,5.354853976,5.13389928,4.376040015,4.962766701,4.686570326,4.840622973,4.263753869,4.629428504,4.945189159,4.661021854,5.502325309,5.245634311,5.593781519
ENSMUSG00000021102,5.778413492,5.716938865,5.930280315,5.356173061,5.650927907,6.066824108,5.727815976,5.625442621,5.590756974,5.83920076,5.720313481,6.212676258,6.015539103,5.543350826,5.854144494,5.548941028,5.672113521,5.941239261,5.99326879,5.895604364,6.232131937,5.925473569,5.940630193,5.928574445,6.129339436,5.231873432,5.852097881,5.554522089
ENSMUSG00000021103,5.126336795,4.780664463,4.977898336,5.386230294,5.101240881,4.402572697,4.985148023,4.976607937,5.228186895,5.129650623,5.095458253,4.774306255,4.803620013,4.937629765,5.111476541,5.047281174,5.082825095,4.91107729,4.600196622,4.686570326,4.840622973,4.872175343,4.976079029,5.206386906,4.893384564,4.69804978,4.860609381,5.142797324
ENSMUSG00000021109,6.300834527,5.858666975,6.727920083,6.437369143,6.570145252,6.359133436,6.409085581,6.104363484,5.984420823,6.033142642,6.141893826,6.197163259,6.326387752,6.160022186,6.104316749,6.189969591,5.981896186,6.110058325,6.206144148,5.999160556,5.865860265,6.338641081,6.103359693,6.154940141,6.179092471,5.998282804,6.277766932,6.275479807
ENSMUSG00000021111,6.825719207,6.904338833,7.206966822,7.199945381,7.167642107,7.108644284,7.002893573,7.374850194,7.023367103,7.12540115,6.698287175,6.974120828,7.096029021,7.043424429,7.019319096,7.231420034,7.086070755,6.854087312,6.74703801,7.075189477,6.894756411,6.876048352,7.047801716,7.03847063,6.960363264,6.967350944,6.906545665,7.099126852
ENSMUSG00000021112,5.79579557,5.716938865,6.094816087,6.005485973,6.132267777,5.596745245,5.639819495,6.003080149,5.925826169,6.171470799,5.990615887,6.133387348,5.983655042,5.840332563,6.075316878,5.840280803,6.036602079,5.961002516,5.757737899,5.895604364,5.931077924,6.257829035,5.836472961,5.961614707,5.788302518,5.643187845,6.102270136,6.299425502
ENSMUSG00000021113,4.919885918,5.010670068,5.340468415,5.444528935,5.221535115,5.699838738,5.315621227,4.659125747,4.962725752,4.828784144,4.13535098,4.393702253,4.649586384,5.095891849,5.672433579,5.377754378,5.619326107,4.64397322,4.600196622,5.20269395,5.08944352,4.808749963,4.732521997,4.806583921,5.07255341,5.526778353,5.782135323,5.429895434
ENSMUSG00000021114,7.681217957,7.719263918,7.961410213,7.684162908,7.724035455,7.897140178,7.894892616,7.863170127,7.835206316,7.852116647,7.863766271,7.994456726,7.881382216,7.826284789,7.76387784,7.653512291,7.394317738,7.775350641,7.520762154,7.507161075,7.633355861,7.714559483,7.591074696,7.401614118,7.561361115,7.376794427,7.725014044,7.729964095
ENSMUSG00000021115,3.966680129,4.418094384,3.755505914,3.309879408,4.037110544,3.564323767,3.818789636,4.063022689,3.759633886,4.448180141,4.026416609,3.951184017,4.382482314,3.958388325,4.682083749,4.617888381,4.171052278,3.284892127,4.39618273,3.762121359,3.475626157,4.399105722,4.122468516,4.679950482,3.905258664,4.058225344,3.8774832,4.64139954
ENSMUSG00000021116,4.640909968,4.59056158,4.733479608,5.294112092,4.350268429,5.027724288,4.866095351,5.294969417,5.047614649,5.024040435,5.272854504,5.295138418,5.099752107,4.851473121,5.298755109,4.896864331,5.183226992,4.64397322,4.721758602,4.888878501,4.939026677,4.840811172,5.083994368,4.900450844,5.134392663,5.041351525,5.080575065,5.003969619
ENSMUSG00000021123,4.389371201,5.62072355,4.439032249,5.229260948,4.875359474,4.011782744,4.349304353,4.251467778,4.776312627,3.929713053,4.543815826,4.596519136,3.709292631,4.937629765,4.234624772,5.183485557,5.158773949,4.738610094,4.937892033,4.833912042,4.103657379,4.355384345,4.698969438,5.871768089,5.409149554,5.791831926,4.600965565,4.882407639
ENSMUSG00000021124,7.386505867,7.356693839,7.307301551,7.35996464,7.031635414,7.641463165,7.484283475,7.582201771,7.358508694,7.367718113,7.293570481,7.376588232,7.711727559,7.155534795,7.375105995,7.298962775,7.105392852,7.647026544,7.590253819,7.524622045,7.347111416,7.341445154,7.436783426,7.425493753,7.271437534,7.429622115,7.442740291,7.37179248
ENSMUSG00000021127,5.53103235,4.780664463,5.891020885,5.775002139,5.981401111,5.814550397,5.904365368,5.713573531,5.734248568,6.495046746,5.513862604,4.815528918,5.81272222,5.699470028,5.273444021,5.075570218,5.386441312,5.772557426,5.757737899,5.327320605,5.993474461,5.733895968,6.024288122,5.362977269,4.963206013,5.889348432,5.817540659,5.874458886
ENSMUSG00000021130,7.823602266,7.3080932,7.883539303,7.510831305,7.52019343,7.488596441,7.58196511,7.291393963,7.578921838,7.756433299,7.722497728,7.533060538,7.563234346,7.820627154,7.548662081,7.316847653,7.66995218,7.67720955,7.403014763,7.550423538,8.051451863,7.714559483,7.613759048,7.736724898,7.550060573,7.36327962,7.638570518,7.823761644
ENSMUSG00000021131,5.778413492,5.452041715,5.556601846,5.554501777,5.142463544,5.719601993,5.584324383,5.206613543,5.62798988,5.939428207,5.493542619,5.204940609,5.934467493,5.204144739,5.613136395,5.465885288,5.788255116,5.606820222,5.867189041,5.812747432,5.779960191,5.800622082,5.80527834,5.591246257,5.875388135,5.687243025,5.799946599,5.632000842
ENSMUSG00000021133,4.821482214,5.07017108,5.050961798,5.126167455,4.969996348,4.929320584,4.926849382,5.07970143,4.90322474,4.910084246,5.068236785,4.280491642,5.099752107,5.336899948,4.561789515,4.617888381,5.056593554,4.869854628,5.211343054,4.487261518,4.874175533,5.321701218,5.135068552,4.56997764,5.029803762,4.89874713,5.080575065,5.032824482
ENSMUSG00000021134,7.599443351,7.2641817,7.608957251,7.603301075,7.58890618,7.572497699,7.524153233,7.54063978,7.391360854,7.653950342,7.63707962,7.634448591,7.379422514,7.580649367,7.392844273,7.436193603,7.599022011,7.379715673,7.407551544,7.359299809,7.563088998,7.592759795,7.679747458,7.56461113,7.464369287,7.657100152,7.603503287,7.405280135
ENSMUSG00000021140,6.336903781,6.490663009,6.273354219,6.465797552,6.767503484,6.674747757,6.732078003,6.437657834,6.695312905,6.204075464,6.49864951,6.529967943,6.549687814,6.53646444,7.011685771,6.80269762,6.605821843,6.613079212,6.612038235,6.577864066,6.245013228,6.382865081,6.190445309,6.615669731,6.4380457,6.786778698,6.339961694,6.519271242
ENSMUSG00000021143,5.354605783,5.679219199,5.9872362,5.386230294,6.231121164,5.739098168,5.675664694,5.625442621,5.493240468,6.220105574,5.976043086,6.032104013,5.866161479,5.948046381,5.854144494,5.789949127,6.559872257,5.900881523,5.757737899,5.868510703,5.725852786,6.906663719,6.597917532,5.917390707,5.851038273,5.889348432,6.185928065,5.842218549
ENSMUSG00000021144,6.451010267,6.254595651,6.418470927,6.47980441,6.427344652,6.333710839,6.550938214,6.244088248,6.415518173,5.996384092,6.290629206,5.996698676,6.234548885,6.421562345,6.254164958,6.471218732,6.412530541,6.778138459,6.163864344,6.107413447,6.414225612,6.382865081,6.317484498,6.470186871,6.21769531,6.36667021,6.533367486,6.346156553
ENSMUSG00000021147,6.566909387,6.305000605,6.69410537,6.253923002,6.172625514,6.097358476,6.409085581,6.537624742,6.350177419,6.441358876,6.370799555,5.941906204,6.261390497,6.406534136,6.146752016,6.253255836,6.349105161,6.454817128,6.373172752,6.332286858,6.282981079,6.269654471,6.22621644,6.375290531,6.327668152,6.353059778,6.302967486,6.498734311
ENSMUSG00000021149,6.451010267,6.389181692,6.524892986,6.650503597,6.443927536,6.491473202,6.387632472,6.199000359,6.068078752,6.051176565,6.254858075,6.386880987,6.560535197,6.160022186,6.174364247,6.32570763,6.38116637,6.292711631,6.017214485,5.948311415,6.067856658,6.245905868,6.494149646,6.342218709,6.255292097,6.194203014,6.722681473,6.299425502
ENSMUSG00000021156,7.819359042,7.869174633,7.951903127,7.876429872,7.98423827,7.803018001,7.932416058,7.919846287,7.975420824,7.826168195,8.013987159,7.958103431,8.06779534,7.996523454,7.943113019,7.910670131,7.810009669,7.659175627,7.835553376,7.745464015,7.97619647,7.94219527,7.77540781,7.899030169,7.855635287,7.853547711,8.034301213,7.860442308
ENSMUSG00000021171,5.611763622,6.048144774,5.556601846,5.472817979,5.182540983,5.089785256,5.693258754,5.602542219,5.880263591,5.797075284,5.409273702,5.407248785,5.533262266,5.304838739,5.273444021,5.966498519,5.967889328,5.390686791,5.211343054,5.34708386,5.464655039,5.431048615,5.62049538,5.836578661,5.323249481,6.099566139,5.21940277,5.593781519
ENSMUSG00000021178,7.662389696,7.546722969,7.863396637,7.827976604,7.632961361,7.770228066,7.655611467,7.689325985,7.574160464,7.734280157,7.726856327,7.745266582,8.048661173,7.580649367,7.795339726,7.629861023,7.766167495,7.867238679,7.598213536,7.760280012,7.690975301,7.718878932,7.539876919,7.483518801,7.747660533,7.474310933,7.904489079,7.75615595
ENSMUSG00000021179,3.541374295,4.371551798,3.996514014,4.340906304,4.720636879,3.649212665,4.054856995,4.364678389,4.216012181,4.392685029,4.186881281,4.157634895,3.92610402,4.255370063,4.430544982,4.061495033,3.842998081,4.187594926,3.975045031,3.928771228,3.985820889,3.947726376,3.962003843,4.25161616,4.513680138,3.841413955,4.1791389,4.102533453
ENSMUSG00000021180,5.760819432,6.522963501,5.744534796,5.728831958,5.863081144,5.719601993,5.963561161,5.894145777,6.068078752,5.919932032,6.047478224,5.560599562,5.370203984,6.160022186,5.419049343,5.966498519,5.850651653,5.555746037,5.771882081,5.631227292,5.725852786,5.699338746,5.546966344,6.264912983,5.681880459,6.083171701,6.013460869,5.574285344
